"","2-Aminoethanol","AcDiSol","Acacia.gum","Acesulfame","Acetic.acid.glacial","Acetone","Adapalene","Adenosine.phosphate","Alpha.Bisabolol","Alpha.Tocopherol","Ammonia.solution.25.","Ammonium.chloride","Ammonium.glycyrrhizinate","Anise.oil","Anise.oil...eucalyptus.oil..1.1","Antioxidant","Ascorbic.acid","Aspartame","Bees.wax","Benzalkonium.chloride","Benzoic.acid","Benzyl.alcohol","Benzyl.benzoate","Bolus.alba","Brij.98","Buffer","Butane","Butyl.monoester.of.poly.methylvinyl.ether.maleic.acid..in.isopropyl.alcohol","Butylated.hydroxyanisole","Butylhydroxytoluene","Calcium.arachinate","Calcium.carbonate","Calcium.chloride","Calcium.phosphate","Camphora","Carbon.dioxide","Carbopol.974P","CarbopolÂ..940","Carboxymethylcellulose.sodium","Castor.oil","Castor.sugar","Cellulose","Cetearyl.alcohol..polysorbate.60..Polyethylene.glycol.15.stearate..and.steareth.20..Ritachol.1000.","Cetostearyl.alcohol","Cetrimide","Cetyl.alcohol","Cetyl.dimethyl.ethyl.ammonium.bromide","Cetylstearyl.alcohol","Chloroform.water.double.strength.BP","Citric.acid","Cocamide.MEA","Corn.starch","Cremophor","Cremophor.A.25","Cremophor.A.6","Cremophor.EL","Cremophor.NP.14","Cremophor.RH.40","Croscarmelose","Cyclamate.calcium","Cyclamate.sodium","D.alpha.tocopheryl.polyethylene.glycol.1000.succinate..TPGS.","Deionized.purified.water","Dextrates","Dibasic.sodium.phosphate","Dicalcium.phosphate","Dichlorodifluoromethane","Dichlorotetrafluoroethane","Dimethyl.formamide","Dimethyl.polysiloxane.emulsion","Disodium.hydrogen.phosphate","Disodium.phosphate","Disodium.undecylenamido.MEA.sulfosuccinate","Dispersol","Dow.Corning.344.Fluid","Dye","Edetate.disodium","EmcolÂ..4400.1","Erythrosine.aluminum.lake","Ethanol","Ethanolamine","EthocelÂ..20","Ethyl.acetate","Ethylenediamine.tetraacetate.disodium","Eucalyptol","FenoponÂ..CO.436","Flavor","Floral.Bouquet","Fragance","Fructose","Gelatin","Glacial.acetic.acid","Glucose","Glycamil","Glycerol","Glyceryl.monostearate","Glycol.stearate","Guar.gum","HFA.134a..1.1.1.2.tetrafluoroethane.","HFA.227","HPMC.6.mPa.Â..s..e..g..PharmacoatÂ..606..Shin.etsu.","HyFlo.filter.aid","Hydrochloric.acid","Hydrogel.843T","Hydroxyethylcellulose","Hydroxymethylcellulose","Hydroxypropyl.cellulose","Hydroxypropylmethylcellulose","Isdopropanol","Isopropanol","Isopropyl.myristate","Kaolin","KlucelÂ..EF","Kollicoat.MAE.30.DP","Kollidon.12.PF","Kollidon.17.PF","Kollidon.25","Kollidon.30","Kollidon.90F","Kollidon.CL","Kollidon.CL.M","Kollidon.VA.64","Labrafil.M.1944CS","Lactic.acid","Lactose","Lauric.diethanolamide","Lecithin","Lemon.spirit","Liquid.nitrogen","Ludipress","LutensitÂ..AES","Lutrol.E.1500","Lutrol.E.400","Lutrol.E.4000","Lutrol.E.6000","Lutrol.F.127","Lutrol.F.68","Luvitol.EHO","Magnesium.aluminium.silicate","Magnesium.carbonate","Magnesium.hydroxide","Magnesium.oxide","Magnesium.stearate","Maize.PO4.Aerosol","Maltitol","Maltodextrin","Mannitol","Menthol","Methanesulfonic.acid","Methyl.paraben","Methylated.spirit","Methylcellulose","Methylene.chloride","Microcrystalline.cellulose","MiglyolÂ..812","MiglyolÂ..829","Mineral.oil.and.acetylated.lanolin.alcohol","MonoamideÂ..150.MAW","Monoammonium.glycerhizzinate","Monosodium.glutamate","Monosodium.glycyrhizzinate","Myristyl.propionate","NeutronyxÂ..S.60","Nitrogen","Nonionic.hydrophilic.Cream","Oil.orange.terpeneless.No..54125","Oleic.acid","Olive.oil","Orange.aroma","Parabens","Paraffin","Pentane","Peppermint.oil","Perfume","Phospholipon.90H","Pluronic.F68","Pluronic.L62","Polawax.A31","Poloxamer.188","Poloxyl.20.cetostearyl.ether","Polyethylene.glycol","Polyethylene.glycol.20.hydrogenated.lanolin","Polyethylene.glycol.20.lanolin.alcohol.ether","Polyethylene.glycol.400","Polyethylene.glycol.600","Polyethylene.glycol.6000","Polyoxyl.20.cetostearyl.ether","Polyoxyl.40.stearate","Polysorbate.20","Polysorbate.80","Polyvinyl.alcohol","Polyvinyl.pyrrolidone","Potassium.bicarbonate","Potassium.citrate","Potassium.iodide","Potassium.phosphate","Potassium.sorbate","Potato.starch","Povidone","Preservative","Propane","Propane...butane..1.3","Propanol","Propyl.gallate","Propyl.paraben","Propylene.glycol","Propylene.glycol...water..2...1.","Purified.bentonite","Quinoline.yellow","Reducing.agent","Ritasynt.IP","Saccharin.calcium","Saccharin.sodium","Salicylic.acid","Sequestrene.disodium","SetacinÂ..F.special.paste","Shellac","Silicon.dioxide","Silicon.oil.DC.200","Silicone.emulsion","Simethicone","Simple.syrup","Sodium.Bicarbonate","Sodium.acetate.trihydrate","Sodium.benzoate","Sodium.bicarbonate","Sodium.biphosphate","Sodium.bisulfite","Sodium.carbonate","Sodium.chloride","Sodium.citrate","Sodium.diphosphate","Sodium.disulfite","Sodium.fluoride","Sodium.formaldehyde.sulfoxylate","Sodium.gluconate","Sodium.hydrogen.carbonate","Sodium.hydroxide","Sodium.hypochlorite","Sodium.lauryl.sulfate","Sodium.metabisulfite","Sodium.monohydrogen.phosphase","Sodium.phosphate","Sodium.salicylate","Sodium.stearoyl.lactylate","Sodium.sulfite","Soluphor.P","Solutol.HS.15","Sorbic.acid","Sorbitane.trioleate","Sorbitol","Soybean.oil","Starch","Stearic.acid","Succinic.acid","Sucrose","Sugar","Sugar.syrup","Sulfuric.acid","Super.AmideÂ..L.9","Sweetener","Syndet.base","Syrup","TEA.lauryl.sulfate","Tablettose","Talc","Tartaric.acid","TegiloxanÂ..100","TexaponÂ..K.12","Thymian.oil","Thymol","Titanium.dioxide","Tragacanth","Trichloromonofluoromethane","Triethanolamine","Triethyl.citrate","Trisodium.citrate","TyloseÂ..M.300","Tyloxapol","Vaseline","Vehicle","Water...Isopropanol..1.1.","Water...isopropanol..10...3.","Water.for.injectables","Water.purified","Wheaten.flour","White.Mineral.Oil","Xanthan.gum","Xylitol"
"Cetyl.dimethyl.ethyl.ammonium.bromide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cetylstearyl.alcohol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0
"Chloroform.water.double.strength.BP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Citric.acid",0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,9,2,0,1,4,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,1,0,6,1,0,0,0,0,0,0,0,1,0,89,0,0,0,1,1,0,0,15,0,2,5,0,1,0,0,2,0,0,0,1,1,2,0,0,0,13,6,0,0,18,0,0,0,0,4,0,48,0,0,2,0,0,1,0,19,0,0,0,0,0,0,2,5,0,2,0,0,4,1,1,0,2,0,0,0,1,0,4,6,0,12,2,0,0,2,0,0,0,1,3,0,0,8,0,0,12,1,0,4,0,2,0,4,0,4,1,0,8,0,22,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,7,0,2,0,1,0,0,5,0,0,3,0,0,0,1,18,20,0,0,0,0,0,2,36,2,0,0,0,5,0,0,5,1,0,0,9,7,1,0,1,3,32,3,1,2,0,2,0,6,0,0,2,1,6,0,0,1,0,1,6,0,27,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,3,60,2,0,6,0
"Cocamide.MEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Corn.starch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,10,6,19,0,9,0,0,5,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0
"Cremophor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Cremophor.A.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,12,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0
"Cremophor.A.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0
"Cremophor.EL",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0
"Cremophor.NP.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Cremophor.RH.40",0,1,0,0,0,0,0,0,13,0,0,0,0,2,0,0,7,0,1,0,2,1,2,0,0,0,0,0,0,27,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,1,0,0,0,15,0,0,0,1,0,0,0,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,27,0,0,0,0,7,0,13,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,1,0,0,0,0,0,0,0,0,0,1,14,1,0,16,3,1,0,0,4,0,1,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,0,0,0,2,13,0,0,0,0,0,0,15,2,0,0,0,2,2,0,3,0,0,0,0,0,0,2,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,1,0,16,1,2,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,102,0,1,0,0
"Croscarmelose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cyclamate.calcium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Cyclamate.sodium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,20,0,0,3,0,0,3,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
"D.alpha.tocopheryl.polyethylene.glycol.1000.succinate..TPGS.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deionized.purified.water",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"Dextrates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
